book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
9kcEAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,100,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=9kcEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=9kcEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1946,Unknown Publisher
BuECAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,96,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=BuECAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=BuECAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1979,Unknown Publisher
DF4EAAAAMBAJ,dance,Los Angeles Magazine,No Subtitle,Unknown Author,"Los Angeles magazine is a regional magazine of national stature. Our combination of award-winning feature writing, investigative reporting, service journalism, and design covers the people, lifestyle, culture, entertainment, fashion, art and architecture, and news that define Southern California. Started in the spring of 1961, Los Angeles magazine has been addressing the needs and interests of our region for 48 years. The magazine continues to be the definitive resource for an affluent population that is intensely interested in a lifestyle that is uniquely Southern Californian.",Unknown,False,True,294,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=DF4EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=DF4EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",7,5.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2006,Unknown Publisher
hyQEAAAAMBAJ,dance,Billboard,No Subtitle,Unknown Author,"In its 114th year, Billboard remains the world's premier weekly music publication and a diverse digital, events, brand, content and data licensing platform. Billboard publishes the most trusted charts and offers unrivaled reporting about the latest music, video, gaming, media, digital and mobile entertainment issues and trends.",Unknown,False,True,72,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=hyQEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hyQEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1982,Unknown Publisher
_RC55MbzgYQC,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,160,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=_RC55MbzgYQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=_RC55MbzgYQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",1,5.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1962,Unknown Publisher
VArfrOE3iwkC,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,120,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=VArfrOE3iwkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=VArfrOE3iwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1982,Unknown Publisher
dyQEAAAAMBAJ,dance,Billboard,No Subtitle,Unknown Author,"In its 114th year, Billboard remains the world's premier weekly music publication and a diverse digital, events, brand, content and data licensing platform. Billboard publishes the most trusted charts and offers unrivaled reporting about the latest music, video, gaming, media, digital and mobile entertainment issues and trends.",Unknown,False,True,72,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=dyQEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=dyQEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1981,Unknown Publisher
mFAEAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,150,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=mFAEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=mFAEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1969,Unknown Publisher
T-MCAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,212,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=T-MCAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=T-MCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1995,Unknown Publisher
T08EAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,96,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=T08EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=T08EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1960,Unknown Publisher
6wMOQDwB9dcC,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,202,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=6wMOQDwB9dcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=6wMOQDwB9dcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1989,Unknown Publisher
JD8EAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,168,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=JD8EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=JD8EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1957,Unknown Publisher
_0gEAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,88,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=_0gEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=_0gEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1945,Unknown Publisher
6ucCAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,136,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=6ucCAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=6ucCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1982,Unknown Publisher
chkAAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,148,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=chkAAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=chkAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1993,Unknown Publisher
A-ECAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,168,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=A-ECAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=A-ECAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1978,Unknown Publisher
U-MCAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,208,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=U-MCAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=U-MCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1994,Unknown Publisher
zb4DAAAAMBAJ,dance,Ebony Jr.,No Subtitle,Unknown Author,Created by the publishers of EBONY. During its years of publishing it was the largest ever children-focused publication for African Americans.,Unknown,False,True,60,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=zb4DAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=zb4DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1974,Unknown Publisher
RRWGlRpAaFsC,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,160,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=RRWGlRpAaFsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=RRWGlRpAaFsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1963,Unknown Publisher
